user,login_count,night_logins,usb_count,file_activity_count,anomaly_label,risk_score
EMP04656,73,0,7,115,1,13.94
EMP04657,115,4,16,197,1,14.19
EMP04658,330,4,17,124,1,7.66
EMP04659,241,1,18,89,1,21.10
EMP04660,316,2,4,179,1,0.11
EMP04661,277,2,3,115,1,8.91
EMP04662,346,3,6,168,1,11.94
EMP04663,511,17,444,814,1,36.83
EMP04664,269,0,6,174,1,0.44
EMP04665,311,0,6,187,1,0.48
EMP04666,270,0,18,89,1,1.98
EMP04667,303,1,6,195,1,16.09
EMP04668,74,0,12,136,1,2.13
EMP04669,186,2,8,14,1,12.89
EMP04670,303,1,1,69,1,13.46
EMP04671,1113,133,6676,6180,-1,72.88
EMP04672,969,54,75,1183,1,49.96
EMP04673,784,13,211,887,1,31.16
EMP04674,146,4,17,179,1,20.89
EMP04675,92,4,19,120,1,12.21
EMP04676,81,1,11,183,1,13.63
EMP04677,126,1,9,163,1,8.91
EMP04678,181,0,9,159,1,17.50
EMP04679,145,0,19,103,1,16.71
EMP04680,328,4,11,45,1,1.80
EMP04681,111,4,3,195,1,13.10
EMP04682,56,0,1,75,1,22.25
EMP04683,194,4,18,94,1,13.57
EMP04684,74,3,3,104,1,19.15
EMP04685,320,1,12,11,1,21.72
EMP04686,74,3,13,185,1,14.55
EMP04687,119,2,12,1,1,9.70
EMP04688,69,2,1,162,1,9.16
EMP04689,222,2,0,77,1,22.19
EMP04690,344,3,17,94,1,1.38
EMP04691,63,3,19,110,1,13.54
EMP04692,115,2,15,141,1,2.27
EMP04693,607,32,457,1204,1,47.18
EMP04694,1660,116,4437,10680,-1,68.58
EMP04695,52,0,15,156,1,20.84
EMP04696,81,1,16,180,1,2.81
EMP04697,192,2,6,112,1,7.36
EMP04698,184,3,17,73,1,17.28
EMP04699,326,2,2,120,1,2.74
EMP04700,108,4,2,48,1,4.11
EMP04701,658,48,508,1650,1,43.57
EMP04702,184,1,12,169,1,13.77
EMP04703,302,0,9,197,1,6.89
EMP04704,114,1,5,129,1,21.08
EMP04705,886,46,156,2334,1,30.85
EMP04706,197,4,1,110,1,13.12
EMP04707,79,3,10,190,1,11.77
EMP04708,161,0,19,127,1,9.92
EMP04709,242,4,7,78,1,6.40
EMP04710,181,4,11,160,1,5.52
EMP04711,95,3,10,146,1,19.02
EMP04712,1018,51,185,1543,1,46.98
EMP04713,218,4,3,46,1,15.41
EMP04714,837,27,115,1576,1,28.17
EMP04715,145,0,13,67,1,9.66
EMP04716,82,0,19,82,1,16.95
EMP04717,59,2,5,100,1,3.91
EMP04718,269,2,14,30,1,0.52
EMP04719,288,0,12,196,1,12.80
EMP04720,1130,27,517,949,1,48.94
EMP04721,226,2,15,86,1,6.86
EMP04722,242,1,12,38,1,19.89
EMP04723,62,0,10,25,1,17.78
EMP04724,1993,101,3368,6127,-1,55.93
EMP04725,181,2,0,108,1,16.59
EMP04726,210,3,13,81,1,4.39
EMP04727,265,4,11,193,1,13.02
EMP04728,194,1,12,105,1,2.49
EMP04729,131,0,18,62,1,11.29
EMP04730,613,32,521,511,1,36.64
EMP04731,573,13,198,1886,1,47.49
EMP04732,149,4,0,166,1,11.49
EMP04733,185,2,17,35,1,20.67
EMP04734,124,4,15,171,1,22.53
EMP04735,224,0,6,168,1,22.84
EMP04736,60,2,4,163,1,17.66
EMP04737,184,1,19,97,1,14.41
EMP04738,141,3,3,106,1,23.07
EMP04739,325,3,4,90,1,10.27
EMP04740,1127,42,508,928,1,37.96
EMP04741,338,4,11,183,1,22.15
EMP04742,52,1,15,100,1,17.17
EMP04743,340,0,15,11,1,18.56
EMP04744,159,4,9,90,1,17.25
EMP04745,947,17,490,1392,1,35.91
EMP04746,119,3,12,192,1,5.07
EMP04747,235,1,17,92,1,3.62
EMP04748,213,2,14,175,1,3.39
EMP04749,166,0,2,137,1,14.24
EMP04750,963,15,90,834,1,26.00
EMP04751,900,49,216,2256,1,29.52
EMP04752,52,3,14,124,1,20.66
EMP04753,315,3,3,60,1,23.88
EMP04754,253,2,5,6,1,13.28
EMP04755,65,1,16,166,1,23.08
EMP04756,165,2,7,195,1,20.57
EMP04757,76,2,1,111,1,15.44
EMP04758,90,3,10,95,1,20.53
EMP04759,262,3,6,176,1,15.19
EMP04760,1155,11,69,2177,1,28.95
EMP04761,314,3,13,161,1,7.92
EMP04762,79,4,6,152,1,18.81
EMP04763,863,26,515,1645,1,46.29
EMP04764,177,4,18,122,1,14.70
EMP04765,226,1,15,3,1,21.43
EMP04766,278,0,16,25,1,17.22
EMP04767,182,1,0,4,1,13.85
EMP04768,437,33,364,1821,1,31.22
EMP04769,126,2,19,166,1,1.94
EMP04770,73,3,14,65,1,10.41
EMP04771,187,1,19,110,1,5.35
EMP04772,225,0,12,44,1,23.87
EMP04773,62,0,11,169,1,5.50
EMP04774,347,1,11,108,1,1.61
EMP04775,94,3,4,94,1,4.74
EMP04776,135,2,9,43,1,19.98
EMP04777,737,38,153,1078,1,35.22
EMP04778,312,4,10,29,1,16.90
EMP04779,269,4,10,107,1,17.05
EMP04780,1968,264,2456,11508,-1,86.50
EMP04781,343,4,16,81,1,23.46
EMP04782,219,3,3,70,1,17.58
EMP04783,336,4,6,166,1,3.70
EMP04784,74,0,7,42,1,10.53
EMP04785,284,1,10,72,1,0.50
EMP04786,112,1,1,98,1,15.52
EMP04787,78,1,13,175,1,13.51
EMP04788,94,0,15,12,1,3.58
EMP04789,189,4,16,75,1,2.47
EMP04790,301,2,11,17,1,9.63
EMP04791,993,22,373,1996,1,30.92
EMP04792,1954,244,3337,12410,-1,72.12
EMP04793,248,4,7,15,1,21.85
EMP04794,696,58,411,2275,1,43.32
EMP04795,1618,240,3843,11103,-1,65.57
EMP04796,226,2,0,165,1,10.76
EMP04797,317,3,11,154,1,8.63
EMP04798,164,0,5,77,1,13.16
EMP04799,886,14,329,2343,1,39.97
EMP04800,178,0,15,154,1,3.38
EMP04801,155,4,8,157,1,21.35
EMP04802,192,0,11,168,1,20.81
EMP04803,491,34,223,1293,1,48.03
EMP04804,892,23,539,1309,1,40.37
EMP04805,81,3,16,44,1,21.97
EMP04806,288,0,4,179,1,21.33
EMP04807,174,4,4,115,1,1.26
EMP04808,200,0,9,190,1,1.32
EMP04809,343,0,19,176,1,8.15
EMP04810,247,3,12,3,1,11.28
EMP04811,116,4,12,24,1,0.52
EMP04812,57,2,10,120,1,16.15
EMP04813,975,40,167,2193,1,33.57
EMP04814,1036,15,231,1708,1,30.82
EMP04815,52,0,12,58,1,11.25
EMP04816,82,2,14,165,1,19.08
EMP04817,239,1,3,76,1,6.72
EMP04818,117,0,3,165,1,15.68
EMP04819,220,4,10,88,1,9.22
EMP04820,1707,295,2988,9940,-1,52.56
EMP04821,116,1,0,76,1,10.28
EMP04822,64,0,15,159,1,17.94
EMP04823,222,1,18,148,1,5.26
EMP04824,125,0,5,197,1,9.00
EMP04825,222,2,7,153,1,10.93
EMP04826,272,4,14,172,1,4.50
EMP04827,266,4,6,29,1,19.83
EMP04828,122,4,14,112,1,17.79
EMP04829,252,3,0,156,1,20.35
EMP04830,251,2,6,142,1,1.63
EMP04831,328,4,15,163,1,3.09
EMP04832,687,52,81,1080,1,40.73
EMP04833,129,0,5,149,1,9.46
EMP04834,226,3,13,105,1,11.46
EMP04835,57,0,3,108,1,0.33
EMP04836,1025,59,472,1913,1,29.61
EMP04837,972,43,451,1188,1,32.34
EMP04838,684,35,263,2146,1,31.55
EMP04839,113,4,14,100,1,0.32
EMP04840,266,0,11,30,1,21.19
EMP04841,232,1,4,64,1,18.10
EMP04842,255,3,3,36,1,18.21
EMP04843,213,3,1,44,1,1.84
EMP04844,341,3,0,51,1,10.10
EMP04845,51,2,12,0,1,17.29
EMP04846,197,3,11,180,1,1.66
EMP04847,206,2,8,62,1,16.90
EMP04848,1887,139,6394,11748,-1,94.00
EMP04849,264,0,18,70,1,17.89
EMP04850,596,22,427,1275,1,40.54
EMP04851,1183,47,511,2101,1,35.79
EMP04852,309,0,12,133,1,23.11
EMP04853,103,0,8,140,1,11.77
EMP04854,276,4,13,13,1,17.32
EMP04855,166,4,10,189,1,7.07
EMP04856,114,2,16,5,1,12.39
EMP04857,117,1,11,25,1,10.85
EMP04858,177,3,6,178,1,15.26
EMP04859,254,2,10,4,1,20.48
EMP04860,162,4,13,136,1,14.58
EMP04861,1132,55,271,871,1,43.65
EMP04862,1596,193,3018,14366,-1,76.64
EMP04863,1205,255,5791,8888,-1,73.39
EMP04864,196,1,14,128,1,13.65
EMP04865,287,3,0,154,1,13.43
EMP04866,311,1,11,195,1,12.22
EMP04867,99,0,10,106,1,1.34
EMP04868,124,2,5,91,1,22.18
EMP04869,134,2,2,28,1,5.22
EMP04870,160,3,1,16,1,19.09
EMP04871,285,3,13,197,1,2.75
EMP04872,69,2,8,3,1,6.91
EMP04873,136,0,4,192,1,13.38
EMP04874,304,1,11,68,1,6.50
EMP04875,349,3,11,87,1,10.72
EMP04876,61,3,17,26,1,19.84
EMP04877,298,0,1,139,1,10.61
EMP04878,1067,44,163,583,1,26.05
EMP04879,197,0,7,95,1,19.86
EMP04880,229,4,12,132,1,19.01
EMP04881,812,37,467,1235,1,48.61
EMP04882,190,0,10,90,1,2.72
EMP04883,1209,122,4405,7195,-1,98.76
EMP04884,240,0,19,45,1,8.43
EMP04885,198,3,14,58,1,21.37
EMP04886,168,3,19,63,1,15.63
EMP04887,246,4,16,148,1,8.35
EMP04888,78,0,19,174,1,4.66
EMP04889,344,3,18,155,1,10.09
EMP04890,262,2,5,156,1,10.95
EMP04891,412,33,361,1982,1,37.73
EMP04892,186,3,7,132,1,20.64
EMP04893,56,2,15,153,1,19.00
EMP04894,85,4,5,49,1,20.85
EMP04895,1043,11,466,636,1,42.06
EMP04896,296,1,1,175,1,20.38
EMP04897,209,2,2,162,1,22.86
EMP04898,172,1,14,164,1,4.05
EMP04899,293,0,11,194,1,9.35
EMP04900,208,1,9,130,1,4.93
EMP04901,311,2,17,180,1,2.57
EMP04902,220,4,3,31,1,11.07
EMP04903,349,1,5,48,1,4.01
EMP04904,127,4,6,85,1,8.02
EMP04905,112,1,6,26,1,15.95
EMP04906,261,0,7,176,1,22.32
EMP04907,679,58,86,516,1,30.13
EMP04908,302,2,18,56,1,3.98
EMP04909,176,4,16,162,1,23.95
EMP04910,70,1,3,115,1,9.65
EMP04911,1059,50,136,1946,1,48.36
EMP04912,161,3,2,13,1,3.21
EMP04913,345,1,3,133,1,15.32
EMP04914,306,2,18,23,1,21.99
EMP04915,57,1,10,66,1,22.52
EMP04916,143,0,14,104,1,16.28
EMP04917,968,35,81,1372,1,45.49
EMP04918,285,1,4,15,1,9.36
EMP04919,72,1,7,168,1,18.11
EMP04920,1149,231,3676,11364,-1,74.69
EMP04921,313,3,15,26,1,11.37
EMP04922,946,30,411,755,1,47.57
EMP04923,57,2,12,65,1,9.12
EMP04924,286,1,2,92,1,2.11
EMP04925,178,4,19,9,1,9.93
EMP04926,947,31,501,1931,1,34.66
EMP04927,295,0,12,50,1,5.82
EMP04928,261,0,0,27,1,0.48
EMP04929,1196,37,216,1713,1,43.95
EMP04930,312,0,11,99,1,4.96
EMP04931,177,2,0,111,1,9.30
EMP04932,202,1,16,133,1,17.88
EMP04933,130,3,6,84,1,22.26
EMP04934,270,1,12,114,1,8.36
EMP04935,166,4,16,144,1,14.74
EMP04936,1039,18,51,1051,1,46.78
EMP04937,1478,242,3662,13748,-1,57.05
EMP04938,62,0,1,180,1,12.09
EMP04939,349,2,19,153,1,0.14
EMP04940,325,1,19,136,1,9.38
EMP04941,348,2,7,149,1,21.90
EMP04942,63,0,16,90,1,7.89
EMP04943,272,1,14,29,1,18.63
EMP04944,320,3,1,188,1,11.81
EMP04945,174,1,15,14,1,0.20
EMP04946,64,4,7,181,1,15.40
EMP04947,255,2,9,104,1,7.77
EMP04948,291,4,2,63,1,2.01
EMP04949,280,0,2,170,1,10.51
EMP04950,344,4,0,159,1,7.71
EMP04951,138,3,7,87,1,10.71
EMP04952,138,3,0,162,1,14.51
EMP04953,992,32,371,1333,1,36.50
EMP04954,155,3,17,183,1,15.78
EMP04955,216,4,15,155,1,4.21
EMP04956,316,0,9,78,1,1.09
EMP04957,310,2,13,160,1,5.66
EMP04958,304,0,8,88,1,14.62
EMP04959,165,3,19,17,1,16.78
EMP04960,302,3,0,52,1,13.81
EMP04961,349,2,14,51,1,13.91
EMP04962,125,3,16,37,1,18.32
EMP04963,107,4,4,68,1,2.87
EMP04964,76,4,15,77,1,6.64
EMP04965,404,44,249,721,1,48.44
EMP04966,52,0,19,116,1,18.21
EMP04967,70,4,16,104,1,15.13
EMP04968,129,2,10,56,1,0.42
EMP04969,305,4,13,80,1,18.63
EMP04970,169,3,9,199,1,10.64
EMP04971,87,4,11,155,1,14.64
EMP04972,56,1,18,182,1,14.30
EMP04973,1992,239,4427,14301,-1,55.54
EMP04974,50,2,5,43,1,18.86
EMP04975,310,1,18,124,1,0.38
EMP04976,282,4,17,133,1,13.72
EMP04977,140,4,2,83,1,15.31
EMP04978,1007,123,2087,6129,-1,96.79
EMP04979,52,1,19,117,1,17.08
EMP04980,241,4,18,89,1,21.11
EMP04981,211,1,3,39,1,11.83
EMP04982,1291,132,5919,13182,-1,71.91
EMP04983,323,4,7,60,1,9.14
EMP04984,211,1,11,51,1,22.49
EMP04985,174,0,14,0,1,6.07
EMP04986,344,1,1,148,1,18.73
EMP04987,642,35,195,648,1,26.72
EMP04988,223,0,10,100,1,16.85
EMP04989,225,1,2,95,1,2.98
EMP04990,491,18,236,1411,1,49.88
EMP04991,696,50,426,2366,1,44.99
EMP04992,311,1,8,133,1,17.35
EMP04993,1021,10,460,1040,1,34.48
EMP04994,194,1,0,152,1,18.55
EMP04995,150,4,0,30,1,16.38
EMP04996,151,4,13,188,1,4.44
EMP04997,229,0,3,100,1,4.97
EMP04998,205,0,7,32,1,4.25
EMP04999,85,3,13,97,1,17.19
EMP05000,1118,43,364,2413,1,44.62
EMP05001,333,2,14,42,1,19.35
EMP05002,188,0,10,21,1,9.88
EMP05003,269,2,15,31,1,3.85
EMP05004,294,0,10,174,1,15.79
EMP05005,285,1,15,4,1,16.43
EMP05006,233,3,19,48,1,22.89
EMP05007,268,2,9,169,1,2.10
EMP05008,342,0,6,58,1,1.21
EMP05009,113,4,3,161,1,5.32
EMP05010,311,2,0,74,1,0.36
EMP05011,51,0,13,140,1,17.71
EMP05012,297,0,11,65,1,21.80
EMP05013,267,3,4,16,1,17.63
EMP05014,91,1,1,90,1,15.58
EMP05015,286,4,19,103,1,14.85
EMP05016,101,2,8,188,1,16.54
EMP05017,300,3,10,82,1,11.08
EMP05018,206,2,2,14,1,23.56
EMP05019,135,1,8,135,1,19.92
EMP05020,1567,198,6127,6435,-1,100.23
EMP05021,134,4,2,159,1,1.08
EMP05022,230,3,0,132,1,17.66
EMP05023,1167,31,396,2151,1,41.21
EMP05024,138,2,8,38,1,6.33
EMP05025,207,4,7,164,1,23.87
EMP05026,337,1,11,3,1,6.52
EMP05027,150,2,12,62,1,21.02
EMP05028,141,3,6,194,1,1.06
EMP05029,270,3,14,3,1,9.45
EMP05030,295,0,8,59,1,18.10
EMP05031,213,3,13,88,1,3.32
EMP05032,116,0,4,52,1,18.09
EMP05033,200,2,6,71,1,6.56
EMP05034,177,4,19,25,1,13.47
EMP05035,183,3,8,193,1,19.85
EMP05036,198,2,12,198,1,4.60
EMP05037,132,1,16,93,1,1.46
EMP05038,296,4,10,193,1,23.06
EMP05039,61,1,13,92,1,1.20
EMP05040,316,0,15,28,1,7.65
EMP05041,1600,116,4645,14913,-1,84.84
EMP05042,189,3,1,135,1,22.82
EMP05043,148,1,14,40,1,16.48
EMP05044,322,3,14,119,1,12.58
EMP05045,199,3,7,173,1,22.64
EMP05046,1266,188,2945,11080,-1,100.85
EMP05047,1253,120,4361,10158,-1,60.98
EMP05048,465,15,212,2441,1,29.04
EMP05049,1425,295,2474,8211,-1,91.01
EMP05050,200,2,15,196,1,6.87
EMP05051,306,0,11,195,1,13.38
EMP05052,148,1,12,55,1,12.66
EMP05053,56,2,12,10,1,4.45
EMP05054,69,2,18,92,1,23.82
EMP05055,136,1,11,95,1,20.83
EMP05056,323,2,8,12,1,22.29
EMP05057,309,4,4,46,1,15.14
EMP05058,161,0,7,145,1,2.20
EMP05059,103,0,3,110,1,19.74
EMP05060,128,0,18,105,1,8.00
EMP05061,296,0,16,148,1,22.21
EMP05062,86,2,18,139,1,16.06
EMP05063,317,3,1,191,1,18.94
EMP05064,301,1,16,80,1,6.41
EMP05065,224,1,11,41,1,2.26
EMP05066,94,3,18,150,1,18.81
EMP05067,56,0,0,94,1,14.02
EMP05068,180,2,4,121,1,4.54
EMP05069,166,4,9,163,1,16.98
EMP05070,59,3,2,95,1,9.74
EMP05071,182,2,18,197,1,2.48
EMP05072,1539,244,3923,12008,-1,67.52
EMP05073,222,0,3,196,1,7.75
EMP05074,83,0,0,48,1,21.88
EMP05075,335,3,5,116,1,2.08
EMP05076,343,1,7,79,1,22.88
EMP05077,312,2,17,117,1,7.55
EMP05078,156,3,4,16,1,5.12
EMP05079,113,3,17,100,1,10.47
EMP05080,748,20,91,1155,1,44.17
EMP05081,337,0,3,6,1,2.51
EMP05082,1290,248,2564,11919,-1,65.05
EMP05083,200,2,1,77,1,18.30
EMP05084,793,47,521,675,1,26.69
EMP05085,1083,24,491,1087,1,48.00
EMP05086,229,4,14,164,1,0.05
EMP05087,173,4,12,97,1,13.72
EMP05088,87,1,17,55,1,5.14
EMP05089,304,1,15,25,1,11.00
EMP05090,1508,204,2603,7745,-1,65.83
EMP05091,112,4,12,5,1,17.12
EMP05092,54,0,4,169,1,5.50
EMP05093,328,2,4,110,1,4.03
EMP05094,327,1,0,146,1,1.94
EMP05095,270,0,4,40,1,3.07
EMP05096,210,0,7,184,1,9.15
EMP05097,251,1,4,16,1,0.46
EMP05098,201,2,18,37,1,1.93
EMP05099,116,3,12,165,1,11.85
EMP05100,329,2,3,91,1,1.17
EMP05101,294,3,9,196,1,2.74
EMP05102,176,1,5,176,1,11.91
EMP05103,196,1,1,176,1,6.35
EMP05104,64,3,1,71,1,4.96
EMP05105,278,1,16,105,1,8.16
EMP05106,887,34,231,1405,1,25.95
EMP05107,342,2,8,14,1,7.59
EMP05108,244,2,5,151,1,17.63
EMP05109,135,0,7,181,1,9.20
EMP05110,1358,122,5433,9083,-1,74.67
EMP05111,160,3,10,72,1,9.73
EMP05112,1191,59,479,532,1,36.48
EMP05113,1194,48,191,1190,1,41.72
EMP05114,254,2,18,18,1,8.52
EMP05115,1068,219,3601,10709,-1,90.79
EMP05116,576,44,83,1573,1,29.37
EMP05117,143,3,12,85,1,18.08
EMP05118,272,4,7,38,1,1.09
EMP05119,240,3,1,68,1,11.90
EMP05120,1056,11,364,1684,1,33.44
EMP05121,317,2,9,180,1,17.64
EMP05122,130,1,16,95,1,16.53
EMP05123,62,3,1,99,1,7.06
EMP05124,105,4,7,183,1,2.27
EMP05125,954,39,84,767,1,47.63
EMP05126,81,0,12,121,1,13.57
EMP05127,319,3,17,172,1,8.41
EMP05128,62,3,6,20,1,5.10
EMP05129,1018,17,98,802,1,31.40
EMP05130,129,3,18,44,1,0.96
EMP05131,135,1,3,54,1,0.07
EMP05132,333,3,1,51,1,23.37
EMP05133,337,2,19,199,1,18.20
EMP05134,781,18,114,2178,1,27.63
EMP05135,130,3,1,177,1,10.05
EMP05136,256,2,4,169,1,4.75
EMP05137,234,0,0,60,1,12.24
EMP05138,789,42,416,2160,1,35.18
EMP05139,228,2,2,181,1,11.24
EMP05140,81,3,10,41,1,21.40
EMP05141,145,4,14,158,1,11.67
EMP05142,908,43,59,1626,1,40.30
EMP05143,147,3,11,53,1,17.76
EMP05144,316,2,2,0,1,5.56
EMP05145,104,4,17,89,1,6.99
EMP05146,101,0,13,151,1,19.22
EMP05147,161,2,18,0,1,5.58
EMP05148,967,45,256,2363,1,32.89
EMP05149,231,2,5,1,1,16.97
EMP05150,200,2,0,19,1,6.09
EMP05151,1193,30,452,2268,1,43.67
EMP05152,79,0,18,113,1,11.48
EMP05153,638,15,333,1347,1,47.95
EMP05154,70,0,19,27,1,22.17
EMP05155,111,1,3,147,1,13.09
EMP05156,326,2,17,86,1,13.07
EMP05157,307,3,5,10,1,0.28
EMP05158,174,4,4,88,1,5.25
EMP05159,697,47,64,1546,1,41.37
EMP05160,309,1,14,47,1,2.63
EMP05161,1765,159,6821,7378,-1,80.46
EMP05162,115,4,13,29,1,8.37
EMP05163,149,1,18,32,1,14.29
EMP05164,295,4,16,138,1,14.45
EMP05165,804,16,99,1397,1,45.22
EMP05166,340,1,8,109,1,17.32
EMP05167,146,0,10,107,1,2.33
EMP05168,194,4,0,191,1,3.51
EMP05169,80,4,13,36,1,23.93
EMP05170,70,1,5,195,1,20.29
EMP05171,111,4,6,14,1,23.32
EMP05172,805,59,493,1842,1,46.89
EMP05173,205,2,18,186,1,10.89
EMP05174,323,2,15,12,1,3.39
EMP05175,343,3,15,49,1,21.07
EMP05176,989,30,539,1259,1,29.29
EMP05177,54,0,3,195,1,0.94
EMP05178,106,4,12,110,1,15.91
EMP05179,153,3,17,1,1,19.13
EMP05180,1925,272,6076,11561,-1,92.09
EMP05181,189,1,18,60,1,13.73
EMP05182,853,28,164,1825,1,33.26
EMP05183,161,4,0,115,1,12.65
EMP05184,212,1,16,124,1,14.81
EMP05185,244,0,4,100,1,3.07
EMP05186,315,3,6,147,1,13.80
EMP05187,65,4,6,125,1,9.95
EMP05188,325,4,14,34,1,13.07
EMP05189,192,3,10,194,1,12.08
EMP05190,321,2,19,116,1,19.22
EMP05191,159,0,12,159,1,17.20
EMP05192,588,41,437,515,1,33.15
EMP05193,331,4,18,131,1,3.18
EMP05194,167,0,14,114,1,3.58
EMP05195,112,2,14,144,1,0.91
EMP05196,254,3,8,14,1,1.03
EMP05197,232,0,1,52,1,9.95
EMP05198,78,4,14,83,1,19.37
EMP05199,52,2,18,158,1,20.96
EMP05200,159,4,13,123,1,14.49
EMP05201,100,4,19,141,1,0.60
EMP05202,1013,27,192,2201,1,45.75
EMP05203,172,2,6,82,1,22.47
EMP05204,214,4,2,170,1,11.32
EMP05205,274,1,11,137,1,18.95
EMP05206,216,0,10,73,1,5.61
EMP05207,126,1,10,99,1,13.52
EMP05208,268,3,1,13,1,11.42
EMP05209,91,0,13,146,1,7.02
EMP05210,115,2,15,106,1,1.05
EMP05211,162,1,2,165,1,0.90
EMP05212,307,1,15,15,1,0.64
EMP05213,107,3,5,151,1,9.18
EMP05214,85,2,11,136,1,16.57
EMP05215,176,2,9,194,1,3.91
EMP05216,107,1,19,27,1,0.96
EMP05217,573,50,170,1328,1,33.73
EMP05218,232,3,0,49,1,23.14
EMP05219,62,2,17,28,1,20.13
EMP05220,205,1,8,167,1,2.11
EMP05221,342,0,6,7,1,15.72
EMP05222,90,2,2,31,1,7.66
EMP05223,103,4,17,160,1,9.16
EMP05224,289,2,11,7,1,12.03
EMP05225,77,4,9,171,1,20.06
EMP05226,124,4,13,72,1,19.34
EMP05227,793,54,113,2111,1,31.67
EMP05228,169,4,13,180,1,10.19
EMP05229,1812,134,3419,5753,-1,61.88
EMP05230,180,3,12,49,1,22.27
EMP05231,338,0,3,106,1,19.62
EMP05232,296,3,14,3,1,1.40
EMP05233,209,2,4,116,1,5.90
EMP05234,339,1,17,110,1,5.08
EMP05235,183,1,4,106,1,8.00
EMP05236,262,1,12,149,1,22.96
EMP05237,72,4,14,25,1,8.39
EMP05238,97,2,2,156,1,11.04
EMP05239,226,4,9,154,1,9.16
EMP05240,217,3,14,52,1,9.61
EMP05241,1433,108,3664,6609,-1,82.78
EMP05242,200,2,12,14,1,16.32
EMP05243,260,2,4,35,1,20.14
EMP05244,264,3,16,157,1,13.98
EMP05245,813,21,461,1316,1,36.99
EMP05246,97,0,10,42,1,12.23
EMP05247,135,4,3,81,1,3.07
EMP05248,597,26,115,1929,1,37.03
EMP05249,88,0,18,86,1,14.98
EMP05250,89,4,4,25,1,19.99
EMP05251,745,25,393,700,1,44.64
EMP05252,1087,24,414,1753,1,39.32
EMP05253,201,4,6,135,1,8.72
EMP05254,241,0,11,162,1,14.21
EMP05255,80,1,10,179,1,17.57
EMP05256,68,0,10,104,1,9.39
EMP05257,136,2,15,83,1,4.54
EMP05258,223,0,14,40,1,15.40
EMP05259,340,0,11,153,1,5.24
EMP05260,268,2,16,196,1,19.06
EMP05261,160,1,1,14,1,1.66
EMP05262,60,3,2,116,1,9.73
EMP05263,323,2,18,60,1,2.92
EMP05264,253,3,6,187,1,11.30
EMP05265,631,57,420,928,1,49.89
EMP05266,204,3,2,196,1,12.18
EMP05267,153,3,3,134,1,18.64
EMP05268,186,3,5,79,1,14.51
EMP05269,104,2,19,94,1,21.04
EMP05270,294,3,9,16,1,14.87
EMP05271,226,0,2,20,1,11.86
EMP05272,239,0,0,146,1,9.66
EMP05273,311,4,5,99,1,20.46
EMP05274,295,3,0,177,1,11.97
EMP05275,123,4,2,96,1,7.35
EMP05276,216,4,16,184,1,0.45
EMP05277,271,4,5,110,1,4.14
EMP05278,280,2,17,107,1,4.43
EMP05279,309,1,3,192,1,6.77
EMP05280,583,10,330,928,1,48.40
EMP05281,233,4,6,104,1,19.94
EMP05282,206,0,11,120,1,18.13
EMP05283,249,4,5,61,1,4.03
EMP05284,258,1,17,24,1,17.51
EMP05285,242,2,8,36,1,19.08
EMP05286,110,1,3,157,1,6.68
EMP05287,197,4,5,143,1,7.57
EMP05288,133,2,2,31,1,7.45
EMP05289,146,4,5,117,1,3.20
EMP05290,261,4,8,195,1,9.39
EMP05291,317,1,8,166,1,3.38
EMP05292,255,1,13,61,1,1.83
EMP05293,89,2,8,16,1,11.07
EMP05294,119,3,16,36,1,5.88
EMP05295,1350,142,3504,9064,-1,62.59
EMP05296,275,1,3,97,1,5.14
EMP05297,307,0,19,85,1,11.73
EMP05298,1083,11,70,1121,1,46.36
EMP05299,236,4,12,127,1,9.01
EMP05300,212,1,7,42,1,16.04
EMP05301,599,27,306,1710,1,42.06
EMP05302,1809,209,2041,12767,-1,97.60
EMP05303,76,1,12,75,1,9.00
EMP05304,289,0,5,175,1,0.82
EMP05305,159,1,10,26,1,3.54
EMP05306,114,1,2,115,1,2.08
EMP05307,137,4,16,199,1,3.11
EMP05308,346,0,1,128,1,1.42
EMP05309,280,1,17,190,1,0.22
EMP05310,232,2,5,181,1,3.99
EMP05311,173,3,14,92,1,14.13
EMP05312,159,3,8,177,1,2.34
EMP05313,73,1,0,118,1,16.95
EMP05314,344,1,1,197,1,1.17
EMP05315,641,38,126,1090,1,33.32
EMP05316,620,59,450,2215,1,40.13
EMP05317,108,1,6,26,1,17.54
EMP05318,89,2,12,94,1,2.91
EMP05319,144,2,1,30,1,9.26
EMP05320,1152,30,389,2219,1,30.47
EMP05321,151,4,1,102,1,22.74
EMP05322,144,0,14,144,1,4.13
EMP05323,203,2,7,50,1,17.12
EMP05324,96,0,14,125,1,3.27
EMP05325,267,3,6,29,1,23.39
EMP05326,262,0,13,50,1,1.13
EMP05327,318,0,14,4,1,23.16
EMP05328,65,3,16,108,1,21.61
EMP05329,342,4,0,133,1,13.87
EMP05330,400,11,455,1299,1,41.26
EMP05331,349,0,17,157,1,1.03
EMP05332,309,0,0,118,1,1.38
EMP05333,302,0,13,122,1,12.67
EMP05334,101,3,9,4,1,18.90
EMP05335,634,40,224,1493,1,39.37
EMP05336,322,0,19,25,1,21.82
EMP05337,213,1,4,73,1,12.35
EMP05338,335,1,14,32,1,16.33
EMP05339,182,1,10,71,1,6.90
EMP05340,460,37,158,1454,1,26.22
EMP05341,154,1,16,57,1,7.34
EMP05342,320,3,16,199,1,19.11
